1, 0.1, 4, 5
1, 0.12000000000000001, 4, 7
1, 0.14, 4, 2
1, 0.16000000000000003, 4, 7
1, 0.18000000000000002, 4, 9
1, 0.2, 4, 3
1, 0.22000000000000003, 4, 4
1, 0.24000000000000002, 4, 5
1, 0.26, 4, 9
1, 0.28, 4, 2
1, 0.30000000000000004, 4, 4
1, 0.32000000000000006, 4, 6
1, 0.3400000000000001, 4, 9
1, 0.3600000000000001, 4, 2
1, 0.38, 4, 6
1, 0.4, 4, 1
1, 0.42000000000000004, 4, 10
1, 0.44000000000000006, 4, 9
1, 0.4600000000000001, 4, 8
1, 0.4800000000000001, 4, 8
1, 0.5000000000000001, 4, 4
1, 0.5200000000000001, 4, 9
1, 0.54, 4, 4
6, 0.1, 4, 10
6, 0.12000000000000001, 4, 11
6, 0.14, 4, 13
6, 0.16000000000000003, 4, 17
6, 0.18000000000000002, 4, 19
6, 0.2, 4, 13
6, 0.22000000000000003, 4, 14
6, 0.24000000000000002, 4, 18
6, 0.26, 4, 19
6, 0.28, 4, 22
6, 0.30000000000000004, 4, 22
6, 0.32000000000000006, 4, 29
6, 0.3400000000000001, 4, 19
6, 0.3600000000000001, 4, 19
6, 0.38, 4, 22
6, 0.4, 4, 13
6, 0.42000000000000004, 4, 26
6, 0.44000000000000006, 4, 23
6, 0.4600000000000001, 4, 20
6, 0.4800000000000001, 4, 26
6, 0.5000000000000001, 4, 22
6, 0.5200000000000001, 4, 15
6, 0.54, 4, 23
11, 0.1, 4, 18
11, 0.12000000000000001, 4, 18
11, 0.14, 4, 20
11, 0.16000000000000003, 4, 30
11, 0.18000000000000002, 4, 32
11, 0.2, 4, 30
11, 0.22000000000000003, 4, 27
11, 0.24000000000000002, 4, 30
11, 0.26, 4, 27
11, 0.28, 4, 23
11, 0.30000000000000004, 4, 33
11, 0.32000000000000006, 4, 36
11, 0.3400000000000001, 4, 34
11, 0.3600000000000001, 4, 41
11, 0.38, 4, 48
11, 0.4, 4, 31
11, 0.42000000000000004, 4, 21
11, 0.44000000000000006, 4, 46
11, 0.4600000000000001, 4, 42
11, 0.4800000000000001, 4, 28
11, 0.5000000000000001, 4, 37
11, 0.5200000000000001, 4, 37
11, 0.54, 4, 25
16, 0.1, 4, 22
16, 0.12000000000000001, 4, 24
16, 0.14, 4, 27
16, 0.16000000000000003, 4, 48
16, 0.18000000000000002, 4, 26
16, 0.2, 4, 31
16, 0.22000000000000003, 4, 61
16, 0.24000000000000002, 4, 46
16, 0.26, 4, 43
16, 0.28, 4, 33
16, 0.30000000000000004, 4, 59
16, 0.32000000000000006, 4, 34
16, 0.3400000000000001, 4, 34
16, 0.3600000000000001, 4, 36
16, 0.38, 4, 49
16, 0.4, 4, 45
16, 0.42000000000000004, 4, 36
16, 0.44000000000000006, 4, 58
16, 0.4600000000000001, 4, 45
16, 0.4800000000000001, 4, 70
16, 0.5000000000000001, 4, 56
16, 0.5200000000000001, 4, 71
16, 0.54, 4, 58
21, 0.1, 4, 32
21, 0.12000000000000001, 4, 25
21, 0.14, 4, 32
21, 0.16000000000000003, 4, 44
21, 0.18000000000000002, 4, 43
21, 0.2, 4, 34
21, 0.22000000000000003, 4, 36
21, 0.24000000000000002, 4, 30
21, 0.26, 4, 58
21, 0.28, 4, 53
21, 0.30000000000000004, 4, 51
21, 0.32000000000000006, 4, 60
21, 0.3400000000000001, 4, 50
21, 0.3600000000000001, 4, 45
21, 0.38, 4, 59
21, 0.4, 4, 65
21, 0.42000000000000004, 4, 50
21, 0.44000000000000006, 4, 75
21, 0.4600000000000001, 4, 69
21, 0.4800000000000001, 4, 55
21, 0.5000000000000001, 4, 63
21, 0.5200000000000001, 4, 113
21, 0.54, 4, 70
26, 0.1, 4, 35
26, 0.12000000000000001, 4, 36
26, 0.14, 4, 46
26, 0.16000000000000003, 4, 49
26, 0.18000000000000002, 4, 44
26, 0.2, 4, 41
26, 0.22000000000000003, 4, 34
26, 0.24000000000000002, 4, 43
26, 0.26, 4, 65
26, 0.28, 4, 76
26, 0.30000000000000004, 4, 77
26, 0.32000000000000006, 4, 63
26, 0.3400000000000001, 4, 83
26, 0.3600000000000001, 4, 73
26, 0.38, 4, 81
26, 0.4, 4, 100
26, 0.42000000000000004, 4, 96
26, 0.44000000000000006, 4, 95
26, 0.4600000000000001, 4, 87
26, 0.4800000000000001, 4, 64
26, 0.5000000000000001, 4, 91
26, 0.5200000000000001, 4, 98
26, 0.54, 4, 71
31, 0.1, 4, 45
31, 0.12000000000000001, 4, 43
31, 0.14, 4, 49
31, 0.16000000000000003, 4, 53
31, 0.18000000000000002, 4, 59
31, 0.2, 4, 53
31, 0.22000000000000003, 4, 58
31, 0.24000000000000002, 4, 71
31, 0.26, 4, 78
31, 0.28, 4, 89
31, 0.30000000000000004, 4, 81
31, 0.32000000000000006, 4, 75
31, 0.3400000000000001, 4, 87
31, 0.3600000000000001, 4, 76
31, 0.38, 4, 95
31, 0.4, 4, 87
31, 0.42000000000000004, 4, 71
31, 0.44000000000000006, 4, 118
31, 0.4600000000000001, 4, 99
31, 0.4800000000000001, 4, 120
31, 0.5000000000000001, 4, 117
31, 0.5200000000000001, 4, 106
31, 0.54, 4, 130
36, 0.1, 4, 54
36, 0.12000000000000001, 4, 59
36, 0.14, 4, 48
36, 0.16000000000000003, 4, 57
36, 0.18000000000000002, 4, 42
36, 0.2, 4, 62
36, 0.22000000000000003, 4, 77
36, 0.24000000000000002, 4, 68
36, 0.26, 4, 76
36, 0.28, 4, 80
36, 0.30000000000000004, 4, 83
36, 0.32000000000000006, 4, 116
36, 0.3400000000000001, 4, 73
36, 0.3600000000000001, 4, 117
36, 0.38, 4, 128
36, 0.4, 4, 105
36, 0.42000000000000004, 4, 104
36, 0.44000000000000006, 4, 132
36, 0.4600000000000001, 4, 105
36, 0.4800000000000001, 4, 144
36, 0.5000000000000001, 4, 121
36, 0.5200000000000001, 4, 134
36, 0.54, 4, 97
41, 0.1, 4, 58
41, 0.12000000000000001, 4, 66
41, 0.14, 4, 56
41, 0.16000000000000003, 4, 68
41, 0.18000000000000002, 4, 57
41, 0.2, 4, 62
41, 0.22000000000000003, 4, 79
41, 0.24000000000000002, 4, 106
41, 0.26, 4, 88
41, 0.28, 4, 88
41, 0.30000000000000004, 4, 124
41, 0.32000000000000006, 4, 110
41, 0.3400000000000001, 4, 122
41, 0.3600000000000001, 4, 145
41, 0.38, 4, 127
41, 0.4, 4, 118
41, 0.42000000000000004, 4, 108
41, 0.44000000000000006, 4, 113
41, 0.4600000000000001, 4, 149
41, 0.4800000000000001, 4, 145
41, 0.5000000000000001, 4, 169
41, 0.5200000000000001, 4, 146
41, 0.54, 4, 169
46, 0.1, 4, 71
46, 0.12000000000000001, 4, 68
46, 0.14, 4, 75
46, 0.16000000000000003, 4, 74
46, 0.18000000000000002, 4, 103
46, 0.2, 4, 71
46, 0.22000000000000003, 4, 64
46, 0.24000000000000002, 4, 85
46, 0.26, 4, 114
46, 0.28, 4, 114
46, 0.30000000000000004, 4, 124
46, 0.32000000000000006, 4, 86
46, 0.3400000000000001, 4, 116
46, 0.3600000000000001, 4, 134
46, 0.38, 4, 105
46, 0.4, 4, 154
46, 0.42000000000000004, 4, 125
46, 0.44000000000000006, 4, 126
46, 0.4600000000000001, 4, 175
46, 0.4800000000000001, 4, 157
46, 0.5000000000000001, 4, 176
46, 0.5200000000000001, 4, 184
46, 0.54, 4, 157
51, 0.1, 4, 74
51, 0.12000000000000001, 4, 72
51, 0.14, 4, 74
51, 0.16000000000000003, 4, 82
51, 0.18000000000000002, 4, 100
51, 0.2, 4, 108
51, 0.22000000000000003, 4, 107
51, 0.24000000000000002, 4, 101
51, 0.26, 4, 105
51, 0.28, 4, 113
51, 0.30000000000000004, 4, 120
51, 0.32000000000000006, 4, 135
51, 0.3400000000000001, 4, 150
51, 0.3600000000000001, 4, 138
51, 0.38, 4, 154
51, 0.4, 4, 155
51, 0.42000000000000004, 4, 170
51, 0.44000000000000006, 4, 146
51, 0.4600000000000001, 4, 173
51, 0.4800000000000001, 4, 147
51, 0.5000000000000001, 4, 237
51, 0.5200000000000001, 4, 221
51, 0.54, 4, 217
56, 0.1, 4, 83
56, 0.12000000000000001, 4, 87
56, 0.14, 4, 102
56, 0.16000000000000003, 4, 79
56, 0.18000000000000002, 4, 98
56, 0.2, 4, 145
56, 0.22000000000000003, 4, 94
56, 0.24000000000000002, 4, 122
56, 0.26, 4, 127
56, 0.28, 4, 131
56, 0.30000000000000004, 4, 148
56, 0.32000000000000006, 4, 170
56, 0.3400000000000001, 4, 138
56, 0.3600000000000001, 4, 121
56, 0.38, 4, 118
56, 0.4, 4, 173
56, 0.42000000000000004, 4, 167
56, 0.44000000000000006, 4, 145
56, 0.4600000000000001, 4, 159
56, 0.4800000000000001, 4, 209
56, 0.5000000000000001, 4, 174
56, 0.5200000000000001, 4, 181
56, 0.54, 4, 245
61, 0.1, 4, 86
61, 0.12000000000000001, 4, 93
61, 0.14, 4, 90
61, 0.16000000000000003, 4, 94
61, 0.18000000000000002, 4, 92
61, 0.2, 4, 93
61, 0.22000000000000003, 4, 140
61, 0.24000000000000002, 4, 126
61, 0.26, 4, 102
61, 0.28, 4, 163
61, 0.30000000000000004, 4, 151
61, 0.32000000000000006, 4, 203
61, 0.3400000000000001, 4, 157
61, 0.3600000000000001, 4, 155
61, 0.38, 4, 199
61, 0.4, 4, 167
61, 0.42000000000000004, 4, 194
61, 0.44000000000000006, 4, 197
61, 0.4600000000000001, 4, 173
61, 0.4800000000000001, 4, 207
61, 0.5000000000000001, 4, 205
61, 0.5200000000000001, 4, 199
61, 0.54, 4, 252
66, 0.1, 4, 96
66, 0.12000000000000001, 4, 106
66, 0.14, 4, 110
66, 0.16000000000000003, 4, 112
66, 0.18000000000000002, 4, 132
66, 0.2, 4, 135
66, 0.22000000000000003, 4, 123
66, 0.24000000000000002, 4, 177
66, 0.26, 4, 133
66, 0.28, 4, 154
66, 0.30000000000000004, 4, 119
66, 0.32000000000000006, 4, 167
66, 0.3400000000000001, 4, 157
66, 0.3600000000000001, 4, 184
66, 0.38, 4, 226
66, 0.4, 4, 219
66, 0.42000000000000004, 4, 158
66, 0.44000000000000006, 4, 181
66, 0.4600000000000001, 4, 229
66, 0.4800000000000001, 4, 275
