0, 1, 0.25, 3, 7
0, 1, 0.25, 3, 6
0, 1, 0.25, 3, 10
0, 1, 0.25, 3, 4
0, 1, 0.25, 3, 3
0, 1, 0.25, 3, 9
0, 1, 0.25, 3, 6
0, 1, 0.25, 3, 10
0, 1, 0.25, 3, 10
0, 1, 0.25, 3, 5
0, 1, 0.25, 3, 1
0, 1, 0.25, 3, 3
0, 1, 0.25, 3, 4
0, 1, 0.25, 3, 1
0, 1, 0.25, 3, 6
0, 1, 0.25, 3, 7
0, 1, 0.25, 3, 3
0, 1, 0.25, 3, 2
0, 1, 0.25, 3, 5
0, 1, 0.25, 3, 2
0, 1, 0.25, 3, 4
0, 1, 0.25, 3, 4
0, 1, 0.25, 3, 7
0, 1, 0.25, 3, 1
0, 1, 0.25, 3, 4
0, 1, 0.25, 3, 1
0, 1, 0.25, 3, 9
0, 1, 0.25, 3, 9
0, 1, 0.25, 3, 10
0, 1, 0.25, 3, 1
0, 1, 0.25, 3, 1
0, 1, 0.25, 3, 5
0, 1, 0.25, 3, 5
0, 1, 0.25, 3, 8
0, 1, 0.25, 3, 7
0, 1, 0.25, 3, 6
0, 1, 0.25, 3, 3
0, 1, 0.25, 3, 1
0, 1, 0.25, 3, 4
0, 1, 0.25, 3, 9
0, 1, 0.25, 3, 2
0, 1, 0.25, 3, 9
0, 1, 0.25, 3, 4
0, 1, 0.25, 3, 6
0, 1, 0.25, 3, 7
0, 1, 0.25, 3, 9
0, 1, 0.25, 3, 5
0, 1, 0.25, 3, 2
0, 1, 0.25, 3, 5
0, 1, 0.25, 3, 5
0, 1, 0.25, 3, 7
-,-
0, 6, 0.25, 3, 15
0, 6, 0.25, 3, 22
0, 6, 0.25, 3, 8
0, 6, 0.25, 3, 34
0, 6, 0.25, 3, 12
0, 6, 0.25, 3, 21
0, 6, 0.25, 3, 21
0, 6, 0.25, 3, 15
0, 6, 0.25, 3, 16
0, 6, 0.25, 3, 16
0, 6, 0.25, 3, 20
0, 6, 0.25, 3, 17
0, 6, 0.25, 3, 13
0, 6, 0.25, 3, 13
0, 6, 0.25, 3, 17
0, 6, 0.25, 3, 17
0, 6, 0.25, 3, 16
0, 6, 0.25, 3, 11
0, 6, 0.25, 3, 18
0, 6, 0.25, 3, 15
0, 6, 0.25, 3, 14
0, 6, 0.25, 3, 14
0, 6, 0.25, 3, 17
0, 6, 0.25, 3, 19
0, 6, 0.25, 3, 12
0, 6, 0.25, 3, 20
0, 6, 0.25, 3, 15
0, 6, 0.25, 3, 17
0, 6, 0.25, 3, 10
0, 6, 0.25, 3, 15
0, 6, 0.25, 3, 18
0, 6, 0.25, 3, 12
0, 6, 0.25, 3, 23
0, 6, 0.25, 3, 17
0, 6, 0.25, 3, 26
0, 6, 0.25, 3, 34
0, 6, 0.25, 3, 20
0, 6, 0.25, 3, 11
0, 6, 0.25, 3, 20
0, 6, 0.25, 3, 19
0, 6, 0.25, 3, 12
0, 6, 0.25, 3, 23
0, 6, 0.25, 3, 14
0, 6, 0.25, 3, 19
0, 6, 0.25, 3, 12
0, 6, 0.25, 3, 29
0, 6, 0.25, 3, 17
0, 6, 0.25, 3, 8
0, 6, 0.25, 3, 23
0, 6, 0.25, 3, 12
0, 6, 0.25, 3, 18
-,-
0, 11, 0.25, 3, 40
0, 11, 0.25, 3, 23
0, 11, 0.25, 3, 27
0, 11, 0.25, 3, 29
0, 11, 0.25, 3, 31
0, 11, 0.25, 3, 30
0, 11, 0.25, 3, 37
0, 11, 0.25, 3, 26
0, 11, 0.25, 3, 30
0, 11, 0.25, 3, 25
0, 11, 0.25, 3, 19
0, 11, 0.25, 3, 30
0, 11, 0.25, 3, 32
0, 11, 0.25, 3, 23
0, 11, 0.25, 3, 17
0, 11, 0.25, 3, 29
0, 11, 0.25, 3, 30
0, 11, 0.25, 3, 26
0, 11, 0.25, 3, 29
0, 11, 0.25, 3, 26
0, 11, 0.25, 3, 29
0, 11, 0.25, 3, 21
0, 11, 0.25, 3, 31
0, 11, 0.25, 3, 29
0, 11, 0.25, 3, 40
0, 11, 0.25, 3, 21
0, 11, 0.25, 3, 23
0, 11, 0.25, 3, 21
0, 11, 0.25, 3, 28
0, 11, 0.25, 3, 25
0, 11, 0.25, 3, 23
0, 11, 0.25, 3, 21
0, 11, 0.25, 3, 39
0, 11, 0.25, 3, 25
0, 11, 0.25, 3, 26
0, 11, 0.25, 3, 17
0, 11, 0.25, 3, 18
0, 11, 0.25, 3, 21
0, 11, 0.25, 3, 28
0, 11, 0.25, 3, 19
0, 11, 0.25, 3, 27
0, 11, 0.25, 3, 23
0, 11, 0.25, 3, 25
0, 11, 0.25, 3, 26
0, 11, 0.25, 3, 14
0, 11, 0.25, 3, 28
0, 11, 0.25, 3, 35
0, 11, 0.25, 3, 30
0, 11, 0.25, 3, 44
0, 11, 0.25, 3, 18
0, 11, 0.25, 3, 18
-,-
0, 16, 0.25, 3, 37
0, 16, 0.25, 3, 59
0, 16, 0.25, 3, 36
0, 16, 0.25, 3, 38
0, 16, 0.25, 3, 35
0, 16, 0.25, 3, 34
0, 16, 0.25, 3, 32
0, 16, 0.25, 3, 26
0, 16, 0.25, 3, 42
0, 16, 0.25, 3, 39
0, 16, 0.25, 3, 33
0, 16, 0.25, 3, 39
0, 16, 0.25, 3, 30
0, 16, 0.25, 3, 39
0, 16, 0.25, 3, 36
